fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,colour
6.2,0.22,0.49,1.791759469228055,0.029,3.4339872044851463,128,0.9928,3.41,0.36,11.3,8,White
7.8,0.26,0.49,1.1631508098056809,0.027,3.332204510175204,87,0.9919,3.03,0.32,11.3,7,White
8.9,0.32,0.49,0.47000362924573563,0.05,2.833213344056216,131,0.9956,3.13,0.34,9.4,5,White
6.5,0.44,0.49,2.0412203288596382,0.045,2.772588722239781,169,0.9957,3.11,0.37,8.7,6,White
7,0.14,0.49,1.7749523509116738,0.053,3.091042453358316,118,0.9954,3.36,0.36,9.4,6,White
9,0.17,0.49,0,0.039,3.828641396489095,131,0.993,3.09,0.51,10.5,7,White
6.4,0.26,0.49,1.8562979903656263,0.037,3.6109179126442243,161,0.9954,3.38,0.53,9.7,6,White
9,0.22,0.49,2.341805806147327,0.048,3.9512437185814275,195,0.9987,3.31,0.44,10.2,6,White
8.9,0.32,0.49,0.47000362924573563,0.05,2.833213344056216,131,0.9956,3.13,0.34,9.4,5,White
8.2,0.2,0.49,1.252762968495368,0.057,2.6390573296152584,108,0.9928,3.19,0.35,11.5,6,White
7.8,0.15,0.24,2.0412203288596382,0.047,3.044522437723423,98,0.9951,2.94,0.31,9.6,6,White
6.9,0.25,0.24,0.5877866649021191,0.053,1.791759469228055,121,0.993,3.23,0.7,11.4,5,White
8.2,0.2,0.49,1.252762968495368,0.057,2.6390573296152584,108,0.9928,3.19,0.35,11.5,6,White
7.1,0.28,0.49,1.8718021769015913,0.041,3.332204510175204,111,0.9926,3.41,0.58,12.2,8,White
7.4,0.19,0.49,1.9021075263969205,0.037,2.70805020110221,110,0.9938,3.2,0.38,11,7,White
8.3,0.25,0.49,2.8213788864092133,0.048,3.912023005428146,228,1.0001,3.03,0.52,9.2,6,White
7.5,0.14,0.74,0.47000362924573563,0.035,3.044522437723423,126,0.9933,3.26,0.45,10.2,6,White
7.8,0.49,0.49,1.9459101490553132,0.043,3.367295829986474,149,0.9952,3.21,0.33,10,5,White
8.1,0.12,0.49,0.1823215567939546,0.042,3.7612001156935624,160,0.9934,3.13,0.48,9.7,6,White
7.6,0.47,0.49,2.5649493574615367,0.239,3.7376696182833684,220,0.9988,2.96,0.51,9.2,5,White
7.9,0.22,0.49,1.33500106673234,0.042,3.258096538021482,105,0.993,3.1,0.39,10.5,5,White
7.8,0.49,0.49,1.9459101490553132,0.043,3.367295829986474,149,0.9952,3.21,0.33,10,5,White
6.4,0.22,0.49,2.0149030205422647,0.054,3.7376696182833684,151,0.9948,3.27,0.52,10.1,6,White
7.3,0.19,0.49,2.744060638625243,0.058,3.912023005428146,134,0.9998,3.42,0.36,9.1,7,White
8.1,0.3,0.49,2.509599262378372,0.049,3.912023005428146,144,0.9971,3.09,0.57,10.2,7,White
7.3,0.19,0.49,2.744060638625243,0.058,3.912023005428146,134,0.9998,3.42,0.36,9.1,7,White
7.5,0.24,0.49,2.2407096892759584,0.048,3.912023005428146,149,0.9962,3.17,0.59,10.5,7,White
6.4,0.22,0.49,2.0149030205422647,0.054,3.7376696182833684,151,0.9948,3.27,0.52,10.1,6,White
7.8,0.21,0.49,0.1823215567939546,0.036,2.995732273553991,99,0.99,3.05,0.28,12.1,7,White
7.1,0.3,0.49,0.47000362924573563,0.045,3.4339872044851463,100,0.9942,3.4,0.59,10.2,5,White
6.9,0.26,0.49,0.47000362924573563,0.058,3.6635616461296463,166,0.9965,3.65,0.52,9.4,4,White
7.6,0.31,0.49,1.3737155789130306,0.044,3.295836866004329,131,0.9912,3.08,0.67,12.8,7,White
6.4,0.42,0.74,2.5494451709255714,0.076,3.871201010907891,209,0.9978,3.12,0.58,9,6,White
8.2,0.29,0.49,0,0.044,3.367295829986474,118,0.9928,3.24,0.36,10.9,4,White
7.9,0.33,0.28,3.4531571205928664,0.053,3.5553480614894135,176,1.0103,3.15,0.38,8.8,6,White
6.6,0.46,0.49,2.0014800002101243,0.052,2.9444389791664403,184,0.9956,3.11,0.38,9,5,White
7.8,0.28,0.49,0.26236426446749106,0.046,3.295836866004329,142,0.9936,3.09,0.59,10.2,5,White
5.8,0.15,0.49,0.09531017980432493,0.048,3.044522437723423,98,0.9929,3.19,0.48,9.2,5,White
7.8,0.4,0.49,2.0541237336955462,0.06,3.5263605246161616,162,0.9966,3.26,0.58,11.3,6,White
6.6,0.31,0.49,2.0412203288596382,0.05,3.9512437185814275,220,0.9964,3.12,0.45,8.8,5,White
6.6,0.325,0.49,2.0412203288596382,0.049,3.970291913552122,217,0.996,3.16,0.4,9.3,5,White
6.6,0.27,0.49,2.0541237336955462,0.049,4.127134385045092,217,0.9959,3.17,0.45,9.4,6,White
6.7,0.26,0.49,2.1162555148025524,0.047,3.9889840465642745,191,0.9954,3.23,0.4,10.3,6,White
6.7,0.21,0.49,0.3364722366212129,0.047,3.4011973816621555,114,0.9914,2.92,0.42,10.8,7,White
7.9,0.33,0.28,3.4531571205928664,0.053,3.5553480614894135,176,1.0103,3.15,0.38,8.8,6,White
8.1,0.28,0.46,2.7343675094195836,0.059,3.4657359027997265,177,1.0004,3.27,0.58,9,4,White
6.5,0.13,0.37,0,0.036,3.871201010907891,114,0.9911,3.41,0.51,11.5,8,White
7.8,0.445,0.56,0,0.04,2.0794415416798357,84,0.9938,3.25,0.43,10.8,5,White
8.8,0.39,0.34,1.7749523509116738,0.055,3.4965075614664802,128,0.9927,2.95,0.51,11.8,6,White
7.9,0.18,0.33,0.1823215567939546,0.033,2.995732273553991,72,0.9922,3.12,0.38,10.5,7,White
7.1,0.31,0.38,0.1823215567939546,0.036,2.302585092994046,124,0.9924,3.14,0.44,9.9,6,White
7.8,0.24,0.18,1.9021075263969205,0.046,3.4965075614664802,160,0.9963,3.2,0.56,9.8,6,White
7,0.35,0.3,1.8718021769015913,0.028,3.295836866004329,87,0.9936,3.4,0.42,11.4,7,White
6.6,0.26,0.31,1.5686159179138452,0.138,3.713572066704308,168,0.9951,3.2,0.38,9.3,5,White
6.6,0.27,0.31,1.667706820558076,0.137,3.5553480614894135,163,0.9951,3.2,0.38,9.3,5,White
6.8,0.22,0.29,2.186051276738094,0.046,4.406719247264253,188,0.9955,3.3,0.44,10.3,6,White
6.2,0.27,0.32,2.174751721484161,0.047,4.174387269895637,224,0.9961,3.17,0.47,8.9,5,White
7,0.35,0.3,1.8718021769015913,0.028,3.295836866004329,87,0.9936,3.4,0.42,11.4,7,White
7.3,0.23,0.37,0.5877866649021191,0.032,4.0943445622221,156,0.992,3.11,0.35,11.1,6,White
6.2,0.3,0.2,1.8870696490323797,0.045,3.7376696182833684,170,0.9944,3.36,0.45,10.4,6,White
6.4,0.35,0.2,1.7404661748405046,0.034,2.8903717578961645,117,0.9944,3.33,0.43,10.1,5,White
7.6,0.32,0.34,2.9096295745005794,0.054,3.784189633918261,197,1.0008,3.22,0.55,9,5,White
6.3,0.31,0.3,2.302585092994046,0.046,3.8918202981106265,212,0.9962,3.74,0.55,11.9,6,White
7.2,0.25,0.28,2.667228206581955,0.055,4.007333185232471,205,0.9986,3.12,0.38,9,7,White
7.2,0.25,0.28,2.667228206581955,0.055,4.007333185232471,205,0.9986,3.12,0.38,9,7,White
7.3,0.26,0.33,2.8820035082256483,0.049,3.7256934272366524,195,1,3.06,0.44,9.1,7,White
7.2,0.25,0.28,2.667228206581955,0.055,4.007333185232471,205,0.9986,3.12,0.38,9,7,White
7.4,0.26,0.37,2.2407096892759584,0.047,3.7376696182833684,147,0.9982,3.46,0.72,10,5,White
7.3,0.26,0.33,2.8820035082256483,0.049,3.7256934272366524,195,1,3.06,0.44,9.1,7,White
6.7,0.25,0.26,0.4382549309311553,0.041,4.774912960575186,216,0.9949,3.55,0.63,9.4,3,White
7.1,0.16,0.25,0.26236426446749106,0.034,3.332204510175204,123,0.9915,3.27,0.55,11.4,6,White
9,0.43,0.3,0.4054651081081644,0.05,1.9459101490553132,175,0.9951,3.11,0.45,9.7,4,White
7.2,0.25,0.28,2.667228206581955,0.055,4.007333185232471,205,0.9986,3.12,0.38,9,7,White
7,0.24,0.3,1.4350845252893227,0.04,3.713572066704308,213,0.9927,3.28,0.49,11.8,6,White
6.7,0.265,0.22,2.151762203259462,0.048,3.9889840465642745,198,0.9955,3.25,0.41,10.2,5,White
7.7,0.12,0.32,0.3364722366212129,0.06,3.8501476017100584,150,0.9952,3.37,0.42,9.2,6,White
7.2,0.21,0.33,1.0986122886681098,0.036,3.5553480614894135,132,0.9928,3.25,0.4,11,6,White
8.5,0.32,0.36,2.7013612129514133,0.041,3.8501476017100584,190,0.9982,3.08,0.31,10,6,White
6.9,0.18,0.3,0.6931471805599453,0.038,3.6635616461296463,190,0.9914,3.32,0.37,12.2,6,White
7,0.24,0.3,1.4350845252893227,0.04,3.713572066704308,213,0.9927,3.28,0.49,11.8,6,White
6.3,0.26,0.29,0.7884573603642703,0.043,3.5553480614894135,175,0.9918,3.38,0.43,11.6,6,White
6.7,0.26,0.3,0.5877866649021191,0.043,3.2188758248682006,121,0.9944,3.44,0.61,10.2,6,White
7.9,0.29,0.36,2.4069451083182885,0.033,3.7612001156935624,208,0.9969,3.14,0.46,10.3,5,White
6.5,0.27,0.19,1.4350845252893227,0.046,1.791759469228055,114,0.9955,3.25,0.35,8.6,4,White
6.7,0.33,0.42,1.8562979903656263,0.058,3.295836866004329,151,0.9954,3.16,0.44,9.6,5,White
6.7,0.31,0.42,1.8562979903656263,0.057,3.2188758248682006,148,0.9955,3.16,0.45,9.6,5,White
6.6,0.25,0.31,0.4054651081081644,0.035,3.4657359027997265,127,0.9921,3.41,0.47,11.3,6,White
6.4,0.24,0.22,0.4054651081081644,0.038,3.6375861597263857,157,0.9934,3.41,0.55,9.9,6,White
6.8,0.26,0.29,2.830267833826459,0.056,3.871201010907891,179,0.9998,3.45,0.4,9.6,5,White
7,0.61,0.26,0.5306282510621704,0.051,3.2188758248682006,161,0.9946,3.36,0.6,10.6,4,White
6.8,0.22,0.3,2.6100697927420065,0.055,3.912023005428146,180,0.9984,3.44,0.39,9.8,5,White
8.1,0.31,0.24,0.47000362924573563,0.032,2.302585092994046,67,0.9924,3.08,0.47,10.5,5,White
7,0.2,0.3,1.8082887711792655,0.037,3.4339872044851463,120,0.9939,3.24,0.51,10.8,5,White
7.9,0.18,0.37,1.0986122886681098,0.061,3.2188758248682006,178,0.995,3.22,0.51,10,6,White
6.6,0.34,0.27,1.824549292051046,0.059,3.1354942159291497,136,0.9957,3.3,0.49,10.1,6,White
6.8,0.3,0.24,1.8870696490323797,0.123,3.5553480614894135,116,0.9953,3.07,0.48,9.4,5,White
6.5,0.18,0.34,0.47000362924573563,0.04,3.7612001156935624,148,0.9912,3.32,0.59,11.5,8,White
7,0.21,0.31,1.791759469228055,0.046,3.367295829986474,108,0.9939,3.26,0.5,10.8,6,White
6.8,0.27,0.32,0.4054651081081644,0.044,2.9444389791664403,142,0.9921,3.1,0.43,9.9,6,White
9.3,0.2,0.33,0.5306282510621704,0.05,3.332204510175204,178,0.9954,3.16,0.43,9,4,White
5.8,0.23,0.27,0.5877866649021191,0.043,3.1780538303479458,69,0.9933,3.38,0.31,9.4,6,White
7.6,0.2,0.39,0.9555114450274363,0.044,3.4011973816621555,180,0.9941,3.46,0.44,10.8,7,White
8.2,0.15,0.48,0.9932517730102834,0.052,3.1780538303479458,190,0.995,3.5,0.45,10.9,7,White
7.5,0.4,1,2.970414465569701,0.041,3.4965075614664802,148,0.9977,3.24,0.38,12,6,White
6.5,0.18,0.34,0.47000362924573563,0.04,3.7612001156935624,148,0.9912,3.32,0.59,11.5,8,White
7,0.13,0.3,1.6094379124341003,0.056,3.4339872044851463,122,0.9945,3.47,0.42,10.5,6,White
6.9,0.17,0.22,1.5260563034950492,0.064,4.007333185232471,152,0.9952,3.29,0.37,9.3,6,White
7,0.3,0.32,1.8562979903656263,0.034,3.332204510175204,97,0.9924,3.23,0.44,11.8,6,White
7.6,0.445,0.44,2.6741486494265287,0.045,4.219507705176107,212,0.9986,3.48,0.36,10,6,White
6.8,0.3,0.24,1.8870696490323797,0.123,3.5553480614894135,116,0.9953,3.07,0.48,9.4,5,White
7.5,0.22,0.33,1.9021075263969205,0.036,3.8066624897703196,138,0.9939,3.2,0.68,11.4,6,White
9.2,0.23,0.3,0.09531017980432493,0.031,3.6888794541139363,99,0.9929,2.94,0.3,10.4,6,White
8.7,0.34,0.46,2.624668592163159,0.055,4.219507705176107,198,0.9988,3.36,0.37,9.5,6,White
6.6,0.545,0.04,0.9162907318741551,0.031,3.871201010907891,111,0.9906,3.14,0.32,11.9,5,White
8.1,0.3,0.31,0.09531017980432493,0.041,3.8918202981106265,123,0.9914,2.99,0.45,11.1,6,White
6.9,0.16,0.3,2.2617630984737906,0.057,3.912023005428146,185,0.9978,3.39,0.38,9.6,6,White
8,0.32,0.36,1.5260563034950492,0.042,4.02535169073515,178,0.9928,3.29,0.47,12,6,White
6.1,0.22,0.23,1.1314021114911006,0.052,2.70805020110221,104,0.9948,3.14,0.42,8.7,5,White
6.9,0.16,0.3,2.2617630984737906,0.057,3.912023005428146,185,0.9978,3.39,0.38,9.6,6,White
7.5,0.15,0.38,0.5877866649021191,0.054,2.9444389791664403,101,0.9946,3.24,0.44,10,5,White
8.4,0.29,0.29,0.04879016416943205,0.032,1.3862943611198906,55,0.9908,2.91,0.32,11.4,4,White
6.6,0.37,0.47,1.8718021769015913,0.061,3.1354942159291497,150,0.9954,3.14,0.45,9.6,6,White
7.7,0.38,0.4,0.6931471805599453,0.038,3.332204510175204,152,0.9906,3.18,0.32,12.9,6,White
6.3,0.25,0.23,2.7013612129514133,0.039,3.8501476017100584,142,0.99705,3.14,0.35,9.7,6,White
8.3,0.3,0.36,2.302585092994046,0.042,3.4965075614664802,169,0.9982,3.23,0.51,9.3,6,White
6.6,0.22,0.58,0.09531017980432493,0.133,3.9512437185814275,136,0.9932,3.1,0.3,9.1,5,White
6.1,0.34,0.31,2.4849066497880004,0.053,3.828641396489095,238,0.9977,3.16,0.48,8.6,5,White
7.5,0.22,0.29,1.5686159179138452,0.05,3.4965075614664802,87,0.994,3.14,0.42,9.9,5,White
8.3,0.3,0.36,2.302585092994046,0.042,3.4965075614664802,169,0.9982,3.23,0.51,9.3,6,White
8,0.27,0.24,0.1823215567939546,0.044,2.995732273553991,102,0.9929,3.28,0.42,10.9,5,White
6.1,0.17,0.27,0.4054651081081644,0.056,3.8066624897703196,135,0.9924,3.2,0.43,10.2,6,White
7.4,0.18,0.3,2.341805806147327,0.045,3.784189633918261,174,0.9966,3.11,0.57,9.7,6,White
6.7,0.16,0.28,0.9162907318741551,0.046,3.6888794541139363,153,0.9921,3.38,0.51,11.4,7,White
6.1,0.255,0.44,2.509599262378372,0.045,3.970291913552122,197,0.9967,3.24,0.54,9.5,6,White
7.4,0.23,0.25,0.3364722366212129,0.049,3.7612001156935624,141,0.9934,3.42,0.54,10.2,7,White
6.4,0.16,0.28,0.7884573603642703,0.042,3.4965075614664802,93,0.9914,3.31,0.43,11.1,6,White
6.3,0.25,0.23,2.7013612129514133,0.039,3.8501476017100584,142,0.99705,3.14,0.35,9.7,6,White
6.7,0.27,0.25,2.0794415416798357,0.053,3.9889840465642745,202,0.9961,3.22,0.43,9.3,5,White
6.9,0.29,0.23,2.151762203259462,0.056,4.02535169073515,215,0.9967,3.17,0.44,8.8,5,White
9.6,0.21,0.28,0.1823215567939546,0.038,2.4849066497880004,53,0.9926,2.8,0.46,10.6,5,White
6.6,0.62,0.2,2.163323025660538,0.046,4.394449154672439,224,0.99605,3.17,0.44,9.3,5,White
6.4,0.28,0.19,1.6863989535702288,0.042,4.204692619390966,181,0.99435,3.31,0.35,10.2,6,White
8,0.3,0.28,1.7404661748405046,0.044,3.4339872044851463,124,0.9948,3.16,0.51,10.2,6,White
6.4,0.17,0.27,0.4054651081081644,0.037,2.995732273553991,98,0.9916,3.46,0.42,11,7,White
7.3,0.21,0.3,2.388762789235098,0.037,2.8903717578961645,112,0.997,3.4,0.5,9.6,6,White
6.7,0.27,0.25,2.0794415416798357,0.053,3.9889840465642745,202,0.9961,3.22,0.43,9.3,5,White
6.9,0.29,0.23,2.151762203259462,0.056,4.02535169073515,215,0.9967,3.17,0.44,8.8,5,White
6.6,0.32,0.26,2.0412203288596382,0.054,4.02535169073515,209,0.9961,3.17,0.45,8.8,5,White
7.4,0.32,0.22,0.5306282510621704,0.051,3.912023005428146,179,0.9955,3.28,0.69,8.9,5,White
6.6,0.37,0.07,0.3364722366212129,0.048,4.060443010546419,144,0.9922,3.17,0.38,10,5,White
7.7,0.43,0.28,1.5040773967762742,0.046,3.4965075614664802,102,0.9918,3.16,0.56,12.2,7,White
7.8,0.39,0.26,2.2925347571405443,0.059,3.4965075614664802,181,0.9955,3.04,0.42,10.9,6,White
6.5,0.18,0.26,0.3364722366212129,0.041,3.6888794541139363,141,0.9941,3.34,0.72,9.5,6,White
7.8,0.4,0.26,2.2512917986064953,0.059,3.4657359027997265,178,0.9955,3.04,0.43,10.9,6,White
7.8,0.39,0.26,2.2925347571405443,0.059,3.4965075614664802,181,0.9955,3.04,0.42,10.9,6,White
6.9,0.19,0.28,1.0986122886681098,0.054,3.4965075614664802,99,0.9924,3.16,0.4,10.8,6,White
7.7,0.49,1,2.975529566236472,0.03,3.332204510175204,135,0.9973,3.24,0.4,12,6,White
6.6,0.25,0.35,2.6390573296152584,0.069,3.7376696182833684,163,0.999,3.56,0.47,9.8,5,White
6.5,0.18,0.26,0.3364722366212129,0.041,3.6888794541139363,141,0.9941,3.34,0.72,9.5,6,White
6.4,0.15,0.36,0.5877866649021191,0.034,3.7612001156935624,150,0.9922,3.42,0.69,11,8,White
6.4,0.15,0.36,0.5877866649021191,0.034,3.7612001156935624,150,0.9922,3.42,0.69,11,8,White
8.4,0.17,0.31,1.6863989535702288,0.052,3.8501476017100584,150,0.9953,3.24,0.38,9.8,5,White
6.1,0.32,0.37,0.5877866649021191,0.051,2.5649493574615367,200,0.9945,3.49,0.44,10.5,4,White
8.5,0.21,0.26,2.224623551524334,0.034,4.290459441148391,142,0.9945,3.05,0.37,11.4,6,White
8.7,0.45,0.4,0.4054651081081644,0.067,2.833213344056216,100,0.9957,3.27,0.57,10.1,6,White
6.7,0.24,0.29,1.916922612182061,0.038,3.9889840465642745,127,0.9932,3.33,0.46,11.6,7,White
8.5,0.21,0.26,2.224623551524334,0.034,4.290459441148391,142,0.9945,3.05,0.37,11.4,6,White
7.4,0.33,0.26,0.9555114450274363,0.04,3.367295829986474,115,0.9913,3.07,0.52,11.8,7,White
7.2,0.26,0.3,0.7419373447293773,0.033,3.912023005428146,158,0.9909,3.33,0.43,12.1,7,White
8.2,0.36,0.29,2.028148247292285,0.035,3.6109179126442243,122,0.9939,3.16,0.34,12,5,White
7.8,0.2,0.24,0.47000362924573563,0.026,3.258096538021482,189,0.991,3.08,0.74,12.1,7,White
9.4,0.16,0.3,0.3364722366212129,0.042,3.258096538021482,176,0.9954,3.15,0.46,9.1,5,White
6.4,0.33,0.24,0.47000362924573563,0.054,3.2188758248682006,117,0.9943,3.36,0.5,9.3,5,White
7.8,0.22,0.36,0.3364722366212129,0.056,3.044522437723423,153,0.993,3.2,0.53,10.4,6,White
7.4,0.35,0.31,2.8875901149342877,0.062,3.7376696182833684,187,1.0002,3.27,0.64,9.1,5,White
6.6,0.37,0.24,0.6931471805599453,0.064,3.1354942159291497,120,0.9946,3.32,0.54,9.4,5,White
6.7,0.37,0.41,1.840549633397487,0.061,3.091042453358316,149,0.9953,3.16,0.47,9.6,6,White
7.1,0.37,0.32,0.3364722366212129,0.037,3.295836866004329,126,0.9918,3.19,0.62,12,5,White
6.9,0.25,0.27,2.2027647577118348,0.039,3.6109179126442243,128,0.9936,3.27,0.34,11.3,8,White
6.8,0.23,0.29,2.7343675094195836,0.073,4.02535169073515,173,0.9984,3.06,0.41,8.7,6,White
6.4,0.26,0.21,1.9600947840472698,0.04,3.5553480614894135,162,0.9956,3.39,0.58,9.9,6,White
7.6,0.3,0.22,2.3223877202902252,0.049,4.04305126783455,191,0.9966,3.08,0.4,9.3,6,White
9.4,0.16,0.23,0.47000362924573563,0.042,2.6390573296152584,67,0.9942,3.07,0.32,9.5,5,White
6.8,0.23,0.29,2.7343675094195836,0.073,4.02535169073515,173,0.9984,3.06,0.41,8.7,6,White
6.4,0.26,0.21,1.9600947840472698,0.04,3.5553480614894135,162,0.9956,3.39,0.58,9.9,6,White
7.6,0.3,0.22,2.3223877202902252,0.049,4.04305126783455,191,0.9966,3.08,0.4,9.3,6,White
7.5,0.33,0.39,2.517696472610991,0.065,3.367295829986474,119,0.9974,3.16,0.39,9.4,5,White
7.6,0.38,0.2,1.2237754316221157,0.046,2.1972245773362196,116,0.9944,3.15,0.41,9.4,5,White
8.8,0.2,0.43,2.70805020110221,0.053,4.0943445622221,184,1.0008,3.28,0.79,8.8,6,White
7.5,0.33,0.39,2.517696472610991,0.065,3.367295829986474,119,0.9974,3.16,0.39,9.4,5,White
8.8,0.2,0.43,2.70805020110221,0.053,4.0943445622221,184,1.0008,3.28,0.79,8.8,6,White
6.6,0.36,0.21,0.4054651081081644,0.049,3.6635616461296463,184,0.9928,3.18,0.41,9.9,6,White
7.6,0.38,0.2,1.2237754316221157,0.046,2.1972245773362196,116,0.9944,3.15,0.41,9.4,5,White
5.6,0.46,0.24,1.5686159179138452,0.042,3.1780538303479458,72,0.9908,3.29,0.37,12.6,6,White
7.2,0.15,0.38,0.1823215567939546,0.038,2.8903717578961645,110,0.9917,3.19,0.43,11.1,6,White
8.2,0.42,0.29,1.410986973710262,0.03,3.4339872044851463,100,0.9911,3,0.32,12.8,7,White
6.8,0.3,0.35,1.0296194171811581,0.038,2.302585092994046,164,0.9912,3.09,0.53,12,6,White
6.7,0.27,0.3,2.631888840136646,0.029,3.5263605246161616,131,0.9953,3.36,0.5,12,7,White
7.2,0.5,0,-0.2231435513142097,0.034,3.828641396489095,114,0.9932,3.19,0.34,9.2,4,White
6,0.26,0.29,0,0.032,3.295836866004329,96,0.9896,3.38,0.44,12.3,6,White
6.8,0.33,0.28,0.1823215567939546,0.032,3.6375861597263857,131,0.9889,3.19,0.41,13,6,White
6.8,0.3,0.35,1.0296194171811581,0.038,2.302585092994046,164,0.9912,3.09,0.53,12,6,White
7.4,0.29,0.31,0.5306282510621704,0.035,3.1354942159291497,110,0.9926,3.07,0.38,10.9,5,White
8.2,0.42,0.29,1.410986973710262,0.03,3.4339872044851463,100,0.9911,3,0.32,12.8,7,White
7.3,0.19,0.24,1.840549633397487,0.054,3.5263605246161616,231,0.9964,3.36,0.54,10,6,White
6.5,0.32,0.12,2.4423470353692043,0.033,3.5553480614894135,165,0.9974,3.22,0.32,9,5,White
7.1,0.32,0.4,0.4054651081081644,0.034,2.5649493574615367,84,0.9944,3.42,0.6,10.4,5,White
6.5,0.32,0.12,2.4423470353692043,0.033,3.5553480614894135,165,0.9974,3.22,0.32,9,5,White
7.3,0.19,0.24,1.840549633397487,0.054,3.5263605246161616,231,0.9964,3.36,0.54,10,6,White
7.3,0.17,0.23,1.840549633397487,0.051,3.5553480614894135,240,0.9963,3.36,0.54,10,6,White
7.7,0.44,0.24,2.4159137783010487,0.031,3.713572066704308,167,0.9948,3.12,0.43,11.3,7,White
7.7,0.44,0.24,2.4159137783010487,0.031,3.713572066704308,167,0.9948,3.12,0.43,11.3,7,White
7.4,0.49,0.24,2.714694743820879,0.03,3.5263605246161616,153,0.9953,3.13,0.51,12,7,White
7.7,0.44,0.24,2.4159137783010487,0.031,3.713572066704308,167,0.9948,3.12,0.43,11.3,7,White
7.4,0.49,0.24,2.714694743820879,0.03,3.5263605246161616,153,0.9953,3.13,0.51,12,7,White
6.4,0.21,0.3,1.7227665977411035,0.044,3.7612001156935624,160,0.9949,3.6,0.41,10.6,6,White
8,0.55,0.42,2.533696813957432,0.211,3.6109179126442243,213,0.9988,2.99,0.56,9.3,5,White
7,0.19,0.23,1.7404661748405046,0.123,3.295836866004329,104,0.9954,3.04,0.54,9.4,6,White
7.2,0.24,0.29,0.7884573603642703,0.037,3.6109179126442243,102,0.992,3.27,0.64,11,7,White
6.5,0.34,0.36,2.3978952727983707,0.052,3.970291913552122,247,0.9984,3.44,0.55,9.3,6,White
7,0.19,0.23,1.7404661748405046,0.123,3.295836866004329,104,0.9954,3.04,0.54,9.4,6,White
6.9,0.18,0.33,0,0.054,3.1780538303479458,164,0.9926,3.42,0.51,10.5,5,White
7.2,0.24,0.29,0.7884573603642703,0.037,3.6109179126442243,102,0.992,3.27,0.64,11,7,White
8.2,0.18,0.31,2.468099531471619,0.039,4.564348191467836,249,0.9976,3.07,0.52,9.5,6,White
8.3,0.28,0.45,2.0541237336955462,0.059,3.4657359027997265,139,0.9972,3.33,0.77,11.2,6,White
6.1,0.34,0.46,1.547562508716013,0.029,3.044522437723423,94,0.991,3.29,0.62,12.3,6,White
7.4,0.44,0.2,2.4423470353692043,0.049,3.784189633918261,157,0.998,3.27,0.44,9,5,White
7.6,0.26,0.58,2.066862759472976,0.041,4.127134385045092,180,0.9966,3.07,0.38,9,5,White
7.4,0.44,0.2,2.4423470353692043,0.049,3.784189633918261,157,0.998,3.27,0.44,9,5,White
8.7,0.49,0.57,2.8791984572980396,0.052,3.5263605246161616,243,1.0007,2.98,0.82,9,5,White
7,0.24,0.25,0.5306282510621704,0.042,3.871201010907891,189,0.992,3.25,0.42,11.4,6,White
7.1,0.25,0.25,0.47000362924573563,0.046,3.912023005428146,181,0.9925,3.2,0.42,11,7,White
6.1,0.34,0.46,1.547562508716013,0.029,3.044522437723423,94,0.991,3.29,0.62,12.3,6,White
6.4,0.18,0.31,0.47000362924573563,0.049,3.58351893845611,127,0.9934,3.6,0.67,10.4,7,White
8.3,0.27,0.39,0.8754687373538999,0.058,2.772588722239781,107,0.9955,3.28,0.59,10.3,5,White
6.8,0.24,0.35,1.8562979903656263,0.048,3.784189633918261,172,0.9944,3.29,0.55,10.5,7,White
8,0.22,0.28,2.6390573296152584,0.053,4.418840607796598,197,0.9981,3.14,0.45,9.8,6,White
10,0.91,0.42,0.47000362924573563,0.056,3.5263605246161616,181,0.9968,3.11,0.46,10,4,White
8.9,0.34,0.34,0.47000362924573563,0.056,2.5649493574615367,176,0.9946,3.14,0.47,9.7,5,White
8.9,0.33,0.34,0.3364722366212129,0.056,2.6390573296152584,171,0.9946,3.13,0.47,9.7,5,White
8,0.22,0.28,2.6390573296152584,0.053,4.418840607796598,197,0.9981,3.14,0.45,9.8,6,White
6.7,0.18,0.19,1.547562508716013,0.046,4.04305126783455,161,0.9946,3.32,0.66,10.5,6,White
7.8,0.2,0.28,2.3223877202902252,0.054,4.356708826689592,186,0.997,3.14,0.46,10,6,White
7.3,0.13,0.31,0.8329091229351039,0.054,3.091042453358316,104,0.9924,3.24,0.92,11.5,7,White
6.6,0.28,0.3,2.0541237336955462,0.049,4.04305126783455,202,0.9958,3.24,0.39,9.5,5,White
7.1,0.25,0.3,0.8754687373538999,0.042,3.2188758248682006,122,0.994,3.43,0.61,10.5,6,White
7.6,0.36,0.44,2.1162555148025524,0.255,3.332204510175204,142,0.9958,3.12,0.43,10.2,6,White
7.6,0.27,0.25,2.631888840136646,0.05,3.8066624897703196,199,0.9984,3.34,0.5,9.8,6,White
6.9,0.37,0.28,2.624668592163159,0.031,3.5263605246161616,137,0.9948,3.1,0.37,11.6,6,White
7.4,0.21,0.27,1.9878743481543455,0.031,3.713572066704308,144,0.9932,3.15,0.38,11.8,7,White
8.2,0.18,0.28,2.1400661634962708,0.035,3.713572066704308,140,0.9952,3.04,0.37,10.1,7,White
