fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality,cluster
6.6,0.36,0.52,2.424802725718295,-3.079113882493042,8,110,3.07,-0.7765287894989963,9.4,5,1
6.3,0.13,0.42,0.09531017980432493,-3.146555163288575,63,146,3.13,-0.3285040669720361,11.2,7,3
6.4,0.15,0.44,0.1823215567939546,-3.146555163288575,67,150,3.14,-0.31471074483970024,11.2,7,3
6.3,0.13,0.42,0.09531017980432493,-3.146555163288575,63,146,3.13,-0.3285040669720361,11.2,7,3
7.6,0.23,0.64,2.5572273113676265,-3.4112477175156566,54,170,3,-0.6348782724359695,8.8,5,4
6.4,0.15,0.44,0.1823215567939546,-3.146555163288575,67,150,3.14,-0.31471074483970024,11.2,7,3
6.3,0.13,0.42,0.09531017980432493,-3.146555163288575,63,146,3.13,-0.3285040669720361,11.2,7,3
5.7,0.255,0.65,0.1823215567939546,-2.5383074265151158,17,137,3.2,-0.8675005677047231,9.4,5,1
6.9,0.32,0.26,0.8329091229351039,-3.506557897319982,11,103,3.06,-0.8675005677047231,11.1,6,1
6.9,0.28,0.22,2.302585092994046,-2.9565115604007097,36,131,3.08,-0.7765287894989963,9.6,5,4
6.9,0.32,0.26,0.8329091229351039,-3.506557897319982,11,103,3.06,-0.8675005677047231,11.1,6,1
5.7,0.255,0.65,0.1823215567939546,-2.5383074265151158,17,137,3.2,-0.8675005677047231,9.4,5,1
6.6,0.41,0.16,0.3364722366212129,-3.2968373663379125,28,160,2.95,-0.7985076962177716,10.6,6,1
7.3,0.37,0.16,2.7013612129514133,-3.036554268074246,59,240,3.13,-0.7985076962177716,8.9,5,4
6.9,0.21,0.24,0.5877866649021191,-3.863232841258714,17,80,3.15,-0.7765287894989963,12.3,7,2
6.6,0.24,0.28,0.5877866649021191,-3.575550768806933,39,132,3.34,-0.7765287894989963,11.4,5,3
6.8,0.28,0.36,1.9459101490553132,-3.146555163288575,60,207,3.16,-0.7133498878774648,9.6,6,4
6.6,0.24,0.24,2.151762203259462,-3.3813947543659757,25,135,3.33,-0.527632742082372,10.3,6,3
6.6,0.24,0.28,0.5877866649021191,-3.575550768806933,39,132,3.34,-0.7765287894989963,11.4,5,3
7,0.16,0.32,0.09531017980432493,-3.4420193761824103,29,80,3.23,-1.0216512475319814,12.1,6,2
7,0.14,0.28,0.26236426446749106,-3.649658740960655,10,56,3.46,-0.7985076962177716,9.9,5,3
6.3,0.34,0.36,1.589235205116581,-3.3524072174927233,31,185,3.15,-0.7133498878774648,9.7,5,4
6.8,0.26,0.24,0.6418538861723947,-3.146555163288575,70,154,3.18,-0.6539264674066639,10.5,5,4
6.7,0.17,0.42,2.341805806147327,-3.270169119255751,85,182,3.04,-0.8209805520698302,8.9,6,4
6.5,0.27,0.4,2.302585092994046,-3.2441936328524905,74,227,3.18,-0.6931471805599453,9.4,5,4
6.7,0.25,0.36,2.151762203259462,-3.2968373663379125,63,206,3.18,-0.6931471805599453,9.6,5,4
5.8,0.3,0.27,0.5306282510621704,-4.268697949366879,45,104,3.4,-0.579818495252942,12.6,7,2
7.7,0.3,0.26,2.9418039315284354,-2.9374633654300153,36,174,3.2,-0.6931471805599453,10.4,5,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
5.1,0.14,0.25,-0.35667494393873245,-3.2441936328524905,15,89,3.22,-0.843970070294529,9.2,6,3
6.8,0.18,0.3,2.5494451709255714,-2.7806208939370456,19,171,3,-0.6539264674066639,9,7,4
7.2,0.615,0.1,0.3364722366212129,-2.6882475738060303,25,154,3.2,-0.7339691750802004,9.7,4,1
6.9,0.13,0.28,2.5877640352277083,-2.995732273553991,47,132,3.34,-0.8675005677047231,10.1,6,4
6.7,0.34,0.3,2.1400661634962708,-2.8302178350764176,24,152,3.46,-0.4462871026284195,11,7,3
7.3,0.32,0.29,0.4054651081081644,-3.270169119255751,32,144,3.2,-0.5978370007556204,10.8,5,1
6.3,0.21,0.29,2.4595888418037104,-3.036554268074246,49,147,3.22,-0.9675840262617056,10.8,5,4
5.4,0.5,0.13,1.6094379124341003,-3.575550768806933,12,107,3.48,-0.12783337150988489,13.5,7,2
8.2,0.52,0.34,0.1823215567939546,-3.170085660698769,18,167,3.24,-0.941608539858445,10.6,5,1
7.8,0.28,0.31,0.7419373447293773,-3.079113882493042,28,208,3.23,-0.4462871026284195,9.8,5,4
6.4,0.22,0.34,0.3364722366212129,-3.7722610630529876,56,115,3.18,-0.35667494393873245,11.7,6,2
7.8,0.28,0.31,0.7419373447293773,-3.079113882493042,28,208,3.23,-0.4462871026284195,9.8,5,4
6.9,0.32,0.27,2.772588722239781,-3.3813947543659757,58,185,3.34,-0.5108256237659907,9,6,4
6.8,0.11,0.42,0.09531017980432493,-3.170085660698769,51,132,3.18,-0.3011050927839216,11.3,7,3
6.2,0.26,0.32,2.72785282839839,-3.473768074496991,64,185,3.31,-0.4942963218147801,9.4,5,4
6.4,0.22,0.34,0.3364722366212129,-3.7722610630529876,56,115,3.18,-0.35667494393873245,11.7,6,2
6.7,0.3,0.29,1.0296194171811581,-3.6888794541139363,37,107,3.31,-0.4620354595965587,11.3,7,2
6.7,0.3,0.29,1.0296194171811581,-3.6888794541139363,37,107,3.31,-0.4620354595965587,11.3,7,2
7.1,0.2,0.3,-0.10536051565782628,-3.9633162998156966,4,28,3.2,-1.0216512475319814,12,6,2
7.2,0.2,0.36,0.9162907318741551,-3.575550768806933,22,157,3.48,-0.7133498878774648,10.6,6,3
8.9,0.26,0.33,2.0918640616783932,-3.7297014486341915,47,202,3.13,-0.7765287894989963,10.8,6,4
7.5,0.25,0.32,2.1041341542702074,-3.7297014486341915,53,209,3.12,-0.7765287894989963,10.8,6,4
7.1,0.2,0.3,-0.10536051565782628,-3.9633162998156966,4,28,3.2,-1.0216512475319814,12,6,2
6.3,0.27,0.46,2.4069451083182885,-2.9374633654300153,44,177,3.18,-0.40047756659712525,9.4,5,4
6.5,0.3,0.39,2.0541237336955462,-3.270169119255751,61,219,3.19,-0.6931471805599453,9.4,5,4
6.7,0.3,0.29,1.0296194171811581,-3.6888794541139363,37,107,3.31,-0.4620354595965587,11.3,7,2
6.6,0.36,0.52,2.3125354238472138,-2.995732273553991,29,140,3.07,-0.916290731874155,9.4,5,4
6.15,0.21,0.37,1.1631508098056809,-3.863232841258714,20,80,3.39,-0.7550225842780328,12,5,2
6.5,0.18,0.41,2.653241964607215,-3.2441936328524905,47,129,3.28,-0.3285040669720361,10.3,7,3
6.5,0.18,0.41,2.653241964607215,-3.2441936328524905,47,129,3.28,-0.3285040669720361,10.3,7,3
6.5,0.18,0.41,2.653241964607215,-3.2441936328524905,47,129,3.28,-0.3285040669720361,10.3,7,3
6.6,0.26,0.21,1.0647107369924282,-3.649658740960655,48,126,3.22,-0.9675840262617056,11.3,7,2
6.6,0.35,0.35,1.791759469228055,-2.7646205525906042,31,150,3.1,-0.7550225842780328,9.4,6,4
6.5,0.28,0.28,3.0155349008501706,-3.1941832122778293,40,144,3.14,-0.9675840262617056,8.7,5,4
6.6,0.36,0.52,2.3125354238472138,-2.995732273553991,29,140,3.07,-0.916290731874155,9.4,5,4
6.6,0.26,0.21,1.0647107369924282,-3.649658740960655,48,126,3.22,-0.9675840262617056,11.3,7,2
6.5,0.18,0.41,2.653241964607215,-3.2441936328524905,47,129,3.28,-0.3285040669720361,10.3,7,3
6.15,0.21,0.37,1.1631508098056809,-3.863232841258714,20,80,3.39,-0.7550225842780328,12,5,2
4.5,0.19,0.21,-0.05129329438755058,-3.4112477175156566,89,159,3.34,-0.8675005677047231,8,5,3
8,0.24,0.26,0.5306282510621704,-3.4112477175156566,36,136,3.44,-0.6733445532637656,10.4,7,3
7.8,0.17,0.23,0.5306282510621704,-3.540459448995663,39,128,3.37,-0.8915981192837836,10.7,7,3
7,0.24,0.24,2.1972245773362196,-3.506557897319982,42,219,3.47,-0.7765287894989963,10.2,6,3
5.8,0.6,0,0.26236426446749106,-3.123565645063876,72,197,3.56,-0.843970070294529,10.9,5,3
5.9,0.445,0.26,0.3364722366212129,-3.611918412977808,23,109,3.3,-1.0216512475319814,10.5,6,2
6.7,0.28,0.28,0.8754687373538999,-4.422848629194137,36,100,3.26,-0.941608539858445,11.7,7,2
6.8,0.44,0.2,2.772588722239781,-2.7333680090865,61,186,3.13,-0.7985076962177716,8.6,5,4
7.2,0.24,0.27,2.4336133554004498,-3.3813947543659757,40,174,3.2,-0.8209805520698302,9,5,4
8.7,0.31,0.73,2.66374994220563,-3.123565645063876,27,191,2.96,-0.12783337150988489,8.7,5,4
8.2,0.32,0.26,0.7419373447293773,-2.7806208939370456,26,87,3.1,-0.7550225842780328,12.8,6,1
7.2,0.24,0.27,2.4336133554004498,-3.3813947543659757,40,174,3.2,-0.8209805520698302,9,5,4
8.7,0.31,0.73,2.66374994220563,-3.123565645063876,27,191,2.96,-0.12783337150988489,8.7,5,4
7.5,0.13,0.38,0.09531017980432493,-3.7722610630529876,42,104,3.28,-0.6348782724359695,11.8,6,2
9.2,0.14,0.37,0.09531017980432493,-3.3813947543659757,36,84,3.05,-0.5978370007556204,11.6,6,1
7.4,0.2,0.37,0.1823215567939546,-3.575550768806933,28,89,3.14,-0.4942963218147801,11.8,6,2
6.1,0.15,0.35,2.760009940032921,-3.170085660698769,55,158,3.24,-0.9942522733438669,10.6,5,4
7.6,0.23,0.4,1.6486586255873816,-2.7181005369557116,14,91,3.17,-0.2231435513142097,9.7,5,1
8.1,0.33,0.22,1.6486586255873816,-3.0576076772720784,24,151,3.22,-0.7550225842780328,10.3,5,1
7.15,0.17,0.24,2.2617630984737906,-2.1286317858706076,56,178,3.15,-0.8209805520698302,10.2,6,4
6.7,0.12,0.3,1.6486586255873816,-3.036554268074246,38,113,3.33,-0.8209805520698302,10.1,7,3
5.7,0.18,0.36,0.1823215567939546,-3.079113882493042,9,71,3.7,-0.3856624808119846,10.9,7,3
5.8,0.15,0.28,-0.2231435513142097,-3.2968373663379125,43,127,3.24,-0.6733445532637656,9.3,5,3
6.6,0.23,0.29,2.670694414558441,-2.864704011147587,29,144,3.33,-0.616186139423817,10.2,6,3
7.15,0.17,0.24,2.2617630984737906,-2.1286317858706076,56,178,3.15,-0.8209805520698302,10.2,6,4
7,0.34,0.39,1.9315214116032138,-2.7181005369557116,43,162,3.11,-0.6348782724359695,9.5,5,4
6.4,0.68,0.26,1.2237754316221157,-2.6736487743848776,25,146,3.18,-0.916290731874155,9.3,5,1
7.3,0.22,0.31,0.8329091229351039,-4.017383521085972,45,80,3.06,-1.0788096613719298,12.9,7,2
6.4,0.28,0.27,2.3978952727983707,-3.170085660698769,45,148,3.14,-0.7765287894989963,8.7,5,4
6.9,0.4,0.22,1.7833912195575383,-2.513306124309698,76,303,3.4,-0.5621189181535413,9.4,5,4
6.8,0.19,0.23,1.62924053973028,-3.3813947543659757,71,204,3.23,-0.37106368139083207,10.1,5,4
7.1,0.23,0.24,1.6863989535702288,-3.2441936328524905,60,196,3.19,-0.2484613592984996,10,4,4
6.45,0.14,0.42,0.1823215567939546,-2.995732273553991,51,129,3.27,-0.37106368139083207,11.1,7,3
6.5,0.15,0.44,2.533696813957432,-2.9565115604007097,65,158,3.26,-0.35667494393873245,10.3,7,4
7.1,0.15,0.34,0,-3.4112477175156566,27,73,3.24,-0.8915981192837836,12.2,6,2
6.7,0.33,0.34,1.8870696490323797,-2.703062659591171,35,156,3.11,-0.7339691750802004,9.3,6,4
7.2,0.3,0.26,0.4054651081081644,-3.1941832122778293,46,178,3.19,-0.579818495252942,11.3,6,3
7,0.23,0.33,0,-3.146555163288575,46,110,3.04,-0.4307829160924542,10.8,6,3
8,0.13,0.25,0.09531017980432493,-3.4112477175156566,15,86,2.98,-0.941608539858445,11.2,8,2
6.2,0.21,0.34,1.8870696490323797,-3.506557897319982,36,91,3.32,-0.7985076962177716,12.5,7,2
8.3,0.4,0.41,2.1041341542702074,-2.995732273553991,15,122,3.39,-0.7133498878774648,9.3,5,1
5.9,0.34,0.31,0.6931471805599453,-3.506557897319982,38,142,3.4,-0.8915981192837836,12.9,7,2
6.6,0.12,0.25,0.3364722366212129,-3.2441936328524905,21,131,3.2,-0.7985076962177716,11.2,7,3
6.8,0.26,0.4,2.0149030205422647,-3.079113882493042,45,179,3.2,-0.7133498878774648,9.3,5,4
5.9,0.34,0.31,0.6931471805599453,-3.506557897319982,38,142,3.4,-0.8915981192837836,12.9,7,2
5.9,0.3,0.3,0.6931471805599453,-3.506557897319982,38,142,3.41,-0.8915981192837836,12.9,7,2
7,0.15,0.3,2.5877640352277083,-3.0159349808715104,46,120,3.2,-1.0216512475319814,9.5,7,4
7.9,0.37,0.31,1.0473189942805592,-3.2968373663379125,5,24,3.19,-1.0216512475319814,11.9,6,1
7.2,0.35,0.25,1.7227665977411035,-3.4420193761824103,23,120,2.93,-0.4155154439616658,10.3,7,2
7.2,0.32,0.24,1.7227665977411035,-3.4112477175156566,23,120,2.92,-0.4155154439616658,10.3,7,2
7.6,0.1,0.33,0,-3.473768074496991,33,93,3.06,-0.3856624808119846,11.2,6,1
6.2,0.25,0.31,1.1631508098056809,-3.506557897319982,32,150,3.18,-1.171182981502945,12,6,2
7.1,0.31,0.17,0,-3.170085660698769,21,144,3.13,-0.916290731874155,9.6,5,1
7.6,0.18,0.28,1.9600947840472698,-3.1941832122778293,29,110,3.2,-0.8675005677047231,9.2,6,1
8,0.17,0.29,0.8754687373538999,-3.540459448995663,52,119,3.03,-1.1086626245216111,12.9,6,2
7.2,0.19,0.27,2.4159137783010487,-2.796881414808826,46,149,2.99,-0.527632742082372,9.3,6,4
7.6,0.32,0.25,2.2512917986064953,-3.506557897319982,15,136,3.1,-0.8209805520698302,12.1,6,2
7.1,0.31,0.17,0,-3.170085660698769,21,144,3.13,-0.916290731874155,9.6,5,1
6.6,0.21,0.29,0.5877866649021191,-3.649658740960655,35,128,3.37,-0.7339691750802004,11.2,6,3
7,0.16,0.36,0.9555114450274363,-3.540459448995663,28,98,3.11,-0.9942522733438669,11.2,7,2
8,0.17,0.29,0.8754687373538999,-3.540459448995663,52,119,3.03,-1.1086626245216111,12.9,6,2
6.6,0.24,0.38,2.0794415416798357,-3.170085660698769,56,187,3.21,-0.7765287894989963,9.2,5,4
7.2,0.19,0.27,2.4159137783010487,-2.796881414808826,46,149,2.99,-0.527632742082372,9.3,6,4
7.6,0.18,0.28,1.9600947840472698,-3.1941832122778293,29,110,3.2,-0.8675005677047231,9.2,6,1
6.9,0.3,0.25,1.1939224684724346,-3.1941832122778293,26,124,3.18,-0.6931471805599453,9.3,6,3
6.2,0.28,0.27,2.33214389523559,-3.506557897319982,26,108,3.2,-1.0216512475319814,10.7,6,2
6.9,0.31,0.32,0.1823215567939546,-3.7297014486341915,20,166,3.05,-0.616186139423817,9.8,6,1
6.7,0.23,0.25,0.47000362924573563,-3.3242363405260273,28,143,3.3,-0.616186139423817,10.3,6,3
6.2,0.28,0.27,2.33214389523559,-3.506557897319982,26,108,3.2,-1.0216512475319814,10.7,6,2
5.7,0.23,0.28,2.2669579153508947,-3.6888794541139363,26,121,3.28,-0.9675840262617056,11.3,6,2
6.5,0.22,0.5,2.797281334830153,-3.036554268074246,36,182,3.02,-0.7133498878774648,8.8,6,4
7,0.18,0.37,0.4054651081081644,-3.146555163288575,16,104,3.18,-0.6931471805599453,10.8,5,1
6.9,0.31,0.32,0.1823215567939546,-3.7297014486341915,20,166,3.05,-0.616186139423817,9.8,6,1
6.9,0.3,0.25,1.1939224684724346,-3.1941832122778293,26,124,3.18,-0.6931471805599453,9.3,6,3
6.5,0.46,0.31,1.6094379124341003,-3.611918412977808,15,72,3.26,-0.5108256237659907,11.5,7,2
6.5,0.23,0.36,2.791165107812717,-3.270169119255751,43,133,3.26,-0.8915981192837836,8.8,5,4
6.5,0.23,0.36,2.791165107812717,-3.270169119255751,43,133,3.26,-0.8915981192837836,8.8,5,4
6.5,0.23,0.36,2.791165107812717,-3.270169119255751,43,133,3.26,-0.8915981192837836,8.8,5,4
7.5,0.28,0.39,2.3223877202902252,-3.101092789211817,59,209,3.16,-0.4620354595965587,9.6,6,4
6.5,0.23,0.36,2.791165107812717,-3.270169119255751,43,133,3.26,-0.8915981192837836,8.8,5,4
6.8,0.23,0.42,2.0014800002101243,-3.123565645063876,56,189,3.22,-0.7339691750802004,9.3,6,4
7.8,0.25,0.34,2.617395832834079,-3.123565645063876,66,184,3.22,-0.2876820724517809,8.9,5,4
7.8,0.25,0.34,2.617395832834079,-3.123565645063876,66,184,3.22,-0.2876820724517809,8.9,5,4
5.6,0.2,0.22,0.26236426446749106,-3.0159349808715104,25,155,3.74,-0.843970070294529,10,5,3
6.4,0.21,0.44,2.0014800002101243,-3.101092789211817,47,182,3.24,-0.7765287894989963,9.1,5,4
6.8,0.23,0.42,2.0014800002101243,-3.123565645063876,56,189,3.22,-0.7339691750802004,9.3,6,4
6.8,0.24,0.37,2.0082140323914683,-3.146555163288575,59,188,3.2,-0.6931471805599453,9.4,6,4
7.8,0.25,0.28,1.9740810260220096,-3.2188758248682006,46,179,3.14,-0.5108256237659907,10.1,6,4
7.8,0.25,0.34,2.617395832834079,-3.123565645063876,66,184,3.22,-0.2876820724517809,8.9,5,4
6.8,0.16,0.29,2.341805806147327,-3.079113882493042,59,143,3.2,-0.916290731874155,10.8,6,4
5.2,0.28,0.29,0.09531017980432493,-3.575550768806933,18,69,3.24,-0.616186139423817,10,6,3
7.5,0.18,0.31,1.8718021769015913,-3.540459448995663,53,160,3.03,-0.9675840262617056,10.9,6,4
7.5,0.26,0.3,1.5260563034950492,-3.611918412977808,29,92,3.15,-0.9675840262617056,12,7,2
8.2,0.37,0.64,2.631888840136646,-3.146555163288575,22,171,2.99,-0.2231435513142097,9.3,5,4
7.6,0.4,0.27,1.6486586255873816,-3.506557897319982,32,101,3.22,-0.4780358009429998,12.3,7,2
7.5,0.26,0.25,0.5306282510621704,-3.270169119255751,29,129,3.45,-0.579818495252942,10.4,6,3
7.5,0.18,0.31,1.8718021769015913,-3.540459448995663,53,160,3.03,-0.9675840262617056,10.9,6,4
6.9,0.23,0.32,2.797281334830153,-3.101092789211817,62,153,3.22,-0.8675005677047231,10.5,5,4
5.3,0.2,0.31,1.2809338454620642,-3.3242363405260273,22,91,3.41,-0.6931471805599453,9.8,6,3
6.5,0.17,0.31,0.4054651081081644,-3.1941832122778293,34,121,3.06,-0.7765287894989963,10.5,6,3
6.5,0.35,0.28,2.517696472610991,-2.9759296462578115,86,213,3.16,-0.6733445532637656,9.9,6,4
6.5,0.29,0.31,0.5306282510621704,-3.3524072174927233,24,79,3.27,-0.37106368139083207,11.4,7,2
6.8,0.3,0.22,1.824549292051046,-2.8134107167600364,41,190,3.18,-0.6733445532637656,9.2,5,4
7.9,0.51,0.36,1.824549292051046,-2.9759296462578115,30,173,3.09,-0.6348782724359695,9.7,5,4
7.9,0.51,0.34,0.9555114450274363,-3.0159349808715104,13,135,3.09,-0.6733445532637656,10,5,1
6.5,0.29,0.31,0.5306282510621704,-3.3524072174927233,24,79,3.27,-0.37106368139083207,11.4,7,2
7.1,0.29,0.28,2.2300144001592104,-3.036554268074246,50,141,3.13,-0.7133498878774648,10.3,6,4
6.5,0.35,0.28,2.517696472610991,-2.9759296462578115,86,213,3.16,-0.6733445532637656,9.9,6,4
6.5,0.17,0.31,0.4054651081081644,-3.1941832122778293,34,121,3.06,-0.7765287894989963,10.5,6,3
7.4,0.2,0.28,2.2082744135228043,-3.0576076772720784,29,95,3.16,-0.7550225842780328,9.8,7,1
6.9,0.615,0.42,2.4849066497880004,-2.703062659591171,24,131,3.19,-1.0788096613719298,9.3,5,4
6.8,0.32,0.28,1.5686159179138452,-3.3813947543659757,25,100,3.08,-0.7550225842780328,12.4,7,2
6.3,0.2,0.19,2.509599262378372,-3.036554268074246,54,145,3.16,-0.8675005677047231,9.3,6,4
6.9,0.615,0.42,2.4849066497880004,-2.703062659591171,24,131,3.19,-1.0788096613719298,9.3,5,4
8,0.23,0.28,0.9932517730102834,-3.036554268074246,49,165,3.26,-0.3285040669720361,9.5,6,4
6.7,0.27,0.33,1.2809338454620642,-3.3813947543659757,9,45,3.08,-0.916290731874155,10.5,6,1
6.7,0.27,0.33,1.2809338454620642,-3.3813947543659757,9,45,3.08,-0.916290731874155,10.5,6,1
6.7,0.44,0.22,1.4586150226995167,-3.4420193761824103,19,99,3.26,-0.6348782724359695,12.8,7,2
7,0.34,0.3,0.5877866649021191,-3.101092789211817,44,142,2.99,-0.7985076962177716,10.8,6,1
7.3,0.26,0.33,2.468099531471619,-2.864704011147587,48,127,3.1,-0.5978370007556204,10,6,4
5.8,0.17,0.34,0.5877866649021191,-3.101092789211817,96,170,3.38,-0.10536051565782628,11.8,8,3
7.3,0.26,0.33,2.468099531471619,-2.864704011147587,48,127,3.1,-0.5978370007556204,10,6,4
5.8,0.17,0.34,0.5877866649021191,-3.101092789211817,96,170,3.38,-0.10536051565782628,11.8,8,3
6.8,0.17,0.36,0.3364722366212129,-3.3242363405260273,38,108,3.19,-0.4155154439616658,12,6,3
7.1,0.43,0.3,1.8870696490323797,-3.6888794541139363,15,138,3.18,-0.7765287894989963,12.6,6,2
5.8,0.315,0.27,0.4382549309311553,-3.649658740960655,15,70,3.37,-0.916290731874155,11.9,8,2
5.9,0.17,0.28,-0.35667494393873245,-3.611918412977808,5,28,3.13,-1.1394342831883648,10.6,5,1
6.6,0.34,0.18,1.8562979903656263,-2.501036031717884,47,240,3.42,-0.7339691750802004,9.2,5,4
8.6,0.33,0.34,2.468099531471619,-2.8302178350764176,42,240,3.17,-0.6539264674066639,10,6,4
5.6,0.12,0.26,1.4586150226995167,-3.270169119255751,18,97,3.36,-0.7765287894989963,9.2,5,3
5.8,0.13,0.26,1.62924053973028,-3.2441936328524905,19,103,3.36,-0.7550225842780328,9.3,6,3
7.7,0.18,0.35,1.7578579175523736,-2.900422093749666,25,144,3.24,-0.616186139423817,10.2,6,3
7.7,0.16,0.36,1.7749523509116738,-2.9187712324178627,25,148,3.25,-0.616186139423817,10.2,6,3
6,0.26,0.15,0.26236426446749106,-2.8134107167600364,51,154,3.14,-0.6733445532637656,8.7,5,3
7.3,0.32,0.35,0.3364722366212129,-2.995732273553991,8,163,3.24,-0.8675005677047231,10.7,5,1
7.7,0.3,0.34,0.1823215567939546,-3.036554268074246,4,119,3.18,-1.0788096613719298,12.1,6,1
7.9,0.16,0.3,2.0014800002101243,-2.995732273553991,58,152,3.12,-0.9942522733438669,9.5,6,4
6.4,0.27,0.29,2.379546134130174,-3.575550768806933,17,118,3.18,-0.9942522733438669,11.2,6,2
6.9,0.16,0.37,0.5877866649021191,-3.3813947543659757,36,95,2.93,-0.527632742082372,12,6,2
7.9,0.16,0.3,2.0014800002101243,-2.995732273553991,58,152,3.12,-0.9942522733438669,9.5,6,4
7.7,0.3,0.34,0.1823215567939546,-3.036554268074246,4,119,3.18,-1.0788096613719298,12.1,6,1
7.3,0.32,0.35,0.3364722366212129,-2.995732273553991,8,163,3.24,-0.8675005677047231,10.7,5,1
6.4,0.44,0.44,2.667228206581955,-3.036554268074246,29,228,3.26,-0.616186139423817,8.8,7,4
6.2,0.29,0.32,1.2809338454620642,-3.649658740960655,39,138,3.31,-0.9942522733438669,13.1,7,2
7.6,0.39,0.32,1.2809338454620642,-3.3524072174927233,22,93,3.08,-0.5108256237659907,12.5,7,2
7,0.36,0.32,2.307572634505085,-3.101092789211817,37,131,3.09,-1.1086626245216111,11.7,8,2
7,0.36,0.32,2.307572634505085,-3.101092789211817,37,131,3.09,-1.1086626245216111,11.7,8,2
7,0.36,0.32,2.3513752571634776,-3.101092789211817,35,135,3.09,-1.1086626245216111,11.6,8,2
7.6,0.2,0.36,0.6418538861723947,-3.146555163288575,24,111,3.29,-0.616186139423817,11.3,6,3
7.6,0.39,0.32,1.2809338454620642,-3.3524072174927233,22,93,3.08,-0.5108256237659907,12.5,7,2
6.7,0.2,0.37,0.5007752879124892,-3.6888794541139363,42,103,3.11,-0.7985076962177716,11.4,5,2
6.2,0.235,0.34,0.6418538861723947,-3.3242363405260273,4,117,3.4,-0.8209805520698302,12.2,5,3
7.1,0.2,0.31,1.9242486522741338,-2.9374633654300153,32,211,3.31,-0.527632742082372,10.4,6,4
7.1,0.2,0.31,2.0014800002101243,-2.9374633654300153,32,211,3.31,-0.527632742082372,10.4,6,4
7.1,0.2,0.31,2.0014800002101243,-2.9374633654300153,32,211,3.31,-0.527632742082372,10.4,6,4
6.4,0.24,0.25,3.005682604407159,-2.488914671185539,35,157,3.17,-0.6931471805599453,9.1,5,4
8,0.3,0.36,2.3978952727983707,-3.3813947543659757,8,70,3.05,-0.8915981192837836,12.2,6,1
6.4,0.24,0.25,3.005682604407159,-2.488914671185539,35,157,3.17,-0.6931471805599453,9.1,5,4
6.9,0.4,0.42,1.824549292051046,-2.7181005369557116,41,176,3.12,-0.616186139423817,9.4,5,4
6.9,0.4,0.43,1.824549292051046,-2.7333680090865,42,178,3.11,-0.6348782724359695,9.4,5,4
7.1,0.2,0.31,1.9242486522741338,-2.9374633654300153,32,211,3.31,-0.527632742082372,10.4,6,4
6.6,0.25,0.51,2.0794415416798357,-3.0576076772720784,61,189,3.22,-0.7133498878774648,9.2,5,4
6.8,0.26,0.44,2.1041341542702074,-3.079113882493042,52,183,3.2,-0.6733445532637656,9.4,5,4
6.5,0.37,0.3,0.7884573603642703,-3.4112477175156566,39,107,3.22,-0.6348782724359695,13.5,7,2
6.8,0.35,0.53,2.3125354238472138,-2.9374633654300153,37,151,3.07,-0.916290731874155,9.4,5,4
6.4,0.22,0.32,1.9740810260220096,-3.575550768806933,15,83,3.13,-0.5978370007556204,10.9,8,2
6.5,0.37,0.3,0.7884573603642703,-3.4112477175156566,39,107,3.22,-0.6348782724359695,13.5,7,2
6.8,0.35,0.53,2.3125354238472138,-2.9374633654300153,37,151,3.07,-0.916290731874155,9.4,5,4
6.9,0.31,0.32,0.47000362924573563,-3.3242363405260273,34,114,3.19,-0.7985076962177716,11.4,7,2
6.7,0.16,0.37,0.26236426446749106,-3.3242363405260273,45,125,3.19,-0.6733445532637656,12.4,7,2
6.6,0.25,0.51,2.0794415416798357,-3.0576076772720784,61,189,3.22,-0.7133498878774648,9.2,5,4
6.8,0.26,0.44,2.1041341542702074,-3.079113882493042,52,183,3.2,-0.6733445532637656,9.4,5,4
5.6,0.15,0.31,1.667706820558076,-3.270169119255751,8,79,3.3,-0.941608539858445,10.5,6,3
5.5,0.15,0.32,2.6390573296152584,-3.473768074496991,16,99,3.26,-0.9675840262617056,11.5,8,2
6.4,0.22,0.32,1.9740810260220096,-3.575550768806933,15,83,3.13,-0.5978370007556204,10.9,8,2
7.3,0.2,0.26,0.47000362924573563,-3.2188758248682006,36,123,3.34,-0.8209805520698302,10.8,6,3
7.5,0.17,0.71,2.468099531471619,-3.270169119255751,52,148,3.03,-0.7765287894989963,8.9,5,4
7.5,0.18,0.72,2.2617630984737906,-3.2441936328524905,53,151,3.03,-0.7765287894989963,8.9,5,4
